SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
530555,PARAMOUNT CO,B ,Q,13.94,14.50,13.94,14.09,14.20,14.67,116,57717,814846.00,
530557,NCL RESEARCH,ST,Q,1.53,1.53,1.53,1.53,1.53,1.56,3,220,336.00,
530565,ARCHANA SOFT,X ,Q,2.70,2.70,2.70,2.70,2.70,2.58,2,1001,2702.00,
530577,LADDERUP FIN,XT,Q,36.45,36.45,36.10,36.10,36.10,37.95,9,100,3624.00,
530579,GOLDEN GOEN ,X ,Q,8.50,8.50,7.77,8.00,7.99,8.12,28,8099,65356.00,
530585,SWASTIK INV ,X ,Q,179.00,179.00,160.15,160.15,160.15,162.05,22,216,36436.00,
530589,PRIMA PLASTI,X ,Q,186.30,186.80,182.00,185.35,185.35,185.50,86,9095,1675432.00,
530617,SAMPRE NUTRI,XT,Q,57.00,57.00,52.05,55.00,55.00,54.50,14,1454,80385.00,
530621,AAIL        ,X ,Q,55.00,59.45,53.50,55.90,55.50,56.70,72,6482,362151.00,
530627,VIPULORG    ,X ,Q,170.00,170.00,169.00,169.35,170.00,171.70,10,68,11519.00,
530643,ECORECO     ,XT,Q,62.85,62.85,59.80,60.00,60.00,62.85,8,2925,175630.00,
530655,GOODLUCK    ,T ,Q,95.90,95.90,88.20,89.35,89.05,92.55,106,11535,1035926.00,
530677,SUPREME HO  ,XT,Q,19.20,19.20,17.50,17.50,17.50,18.40,16,5440,96207.00,
530689,LYKISLTD    ,ST,Q,49.35,49.35,49.35,49.35,49.35,51.90,3,55,2714.00,
530695,PRIME PROP  ,X ,Q,30.85,31.75,30.70,31.10,31.00,32.30,30,5242,162239.00,
530697,ZENLABS     ,X ,Q,51.00,51.00,48.05,50.85,50.85,51.00,10,440,21898.00,
530699,RAJRAYON    ,T ,Q,0.43,0.43,0.43,0.43,0.43,0.45,5,32501,13975.00,
530703,INFO-DRIVE S,X ,Q,0.15,0.15,0.15,0.15,0.15,0.15,9,58074,8711.00,
530711,JAGAN LAMPS ,XT,Q,18.00,18.00,18.00,18.00,18.00,17.90,1,100,1800.00,
530713,AJEL        ,Z ,Q,4.74,4.74,4.74,4.74,4.74,4.98,1,1,4.00,
530715,ALPS INDS.  ,T ,Q,4.03,4.07,4.03,4.06,4.06,4.24,6,1262,5108.00,
530721,ANGIND      ,B ,Q,5.15,5.50,5.15,5.15,5.15,5.42,10,1318,6788.00,
530723,ASIT C FIN  ,X ,Q,77.75,79.00,76.35,76.35,76.35,80.35,7,1029,80133.00,
530741,OVOBEL FOODS,P ,Q,17.60,19.40,17.60,19.40,19.40,18.50,2,15500,299800.00,
530759,STERL.TOOLS ,B ,Q,387.50,388.95,380.00,381.85,381.00,389.95,163,1140,435448.00,
530773,IVRCL LTD   ,B ,Q,4.10,4.15,3.86,4.10,4.14,3.96,234,329830,1343046.00,
530789,CEEJAY FINAN,X ,Q,173.95,173.95,157.00,166.00,166.00,159.00,5,73,11859.00,
530803,BHAGIL      ,B ,Q,289.85,290.00,281.20,286.80,284.00,285.95,130,5640,1608239.00,
530809,BNR UDYOG   ,X ,Q,28.50,28.70,25.85,28.70,28.70,28.70,17,1057,28229.00,
530811,NETVISTA INF,T ,Q,2.41,2.41,2.41,2.41,2.41,2.41,1,1,2.00,
530813,KRBL LTD.   ,B ,Q,512.00,515.55,452.50,468.10,468.10,487.90,1083,25093,11963281.00,
530815,REFNOL RESIN,X ,Q,34.30,34.30,34.30,34.30,34.30,34.05,3,581,19928.00,
530821,SSPDL LTD   ,X ,Q,61.95,61.95,58.00,60.70,60.70,60.00,5,456,27604.00,
530825,DAIKAFFIL CH,X ,Q,65.00,65.00,59.00,61.95,63.90,65.05,162,21157,1294099.00,
530829,CIL SECURITS,X ,Q,27.50,28.00,26.30,26.55,26.45,26.65,25,651,17780.00,
530841,SHRIBCL     ,P ,Q,8.17,9.03,8.17,9.03,9.03,8.60,9,2100,17415.00,
530843,CUPID LTD   ,B ,Q,274.30,281.00,264.00,272.60,272.60,268.70,287,18817,5094555.00,
530845,SUNSHIELD CH,X ,Q,304.00,305.00,291.00,300.45,298.50,305.00,92,4801,1434046.00,
530853,HIPOLIN LTD.,XT,Q,34.50,34.50,34.50,34.50,34.50,32.90,8,2525,87112.00,
530859,COSBOARD IND,X ,Q,36.60,37.50,34.00,34.85,35.15,36.05,51,19753,692680.00,
530867,SFLINTER    ,X ,Q,2.11,2.11,2.11,2.11,2.11,2.11,5,500,1055.00,
530871,CHEMBOND CHM,X ,Q,317.00,338.90,310.35,314.60,315.00,315.75,301,18859,5984058.00,
530883,SUPER CROP. ,X ,Q,24.50,25.75,23.10,25.10,24.95,24.40,130,33456,825899.00,
530885,FIVECORE    ,X ,Q,2.78,2.78,2.70,2.77,2.78,2.78,339,251014,695384.00,
530897,N.G.IND.LTD.,X ,Q,73.15,74.00,71.00,73.00,73.95,74.00,14,771,56428.00,
530915,J.R.FOODS   ,XT,Q,6.60,6.60,6.60,6.60,6.60,6.60,1,10,66.00,
530919,REMSONS IND.,B ,Q,86.30,86.30,86.30,86.30,86.30,90.80,1,300,25890.00,
530929,EURO ASIA   ,P ,Q,5.61,5.61,5.61,5.61,5.61,5.35,1,500,2805.00,
530943,SRI ADHIKARI,T ,Q,16.50,17.80,16.40,16.40,16.40,17.25,81,33217,547755.00,
530951,RAMINFO     ,X ,Q,40.00,40.50,37.00,40.35,40.50,39.00,28,2842,112704.00,
530953,SUNIL AGRO F,X ,Q,60.00,63.00,58.20,60.25,61.75,59.25,39,2661,161097.00,
530959,DIANA TEA CO,X ,Q,21.25,21.50,20.85,21.40,21.40,21.15,41,8892,187455.00,
530961,VIKASECO    ,B ,Q,31.60,33.50,31.60,32.55,32.55,31.75,1210,601070,19529045.00,
530965,INDIAN OIL  ,A ,Q,383.00,384.70,377.65,382.25,382.25,379.60,4264,1093391,417651801.00,
530973,ALFA ICA (I),XT,Q,70.00,70.00,70.00,70.00,70.00,70.00,1,10,700.00,
530977,SKCIL       ,X ,Q,155.80,160.00,155.05,158.30,155.50,162.40,10,3720,592833.00,
530979,INDIA HOME  ,X ,Q,102.15,107.60,99.00,101.95,101.95,101.05,94,7622,770708.00,
530991,ROOPA INDUS ,X ,Q,14.90,14.90,14.90,14.90,14.90,14.94,1,339,5051.00,
530997,UNIQUE ORGAN,X ,Q,10.79,11.50,10.79,11.50,11.50,11.35,2,501,5406.00,
530999,BALAJI AMINE,B ,Q,600.00,602.00,573.00,597.50,602.00,591.50,418,11154,6534848.00,
531017,ARIHANT SEC.,XT,Q,7.58,7.58,7.58,7.58,7.58,7.58,2,1685,12772.00,
531041,COMPETENT AU,X ,Q,263.00,264.40,242.00,243.95,242.10,253.40,67,2612,640569.00,
531043,DHAN JEEVAN ,XT,Q,34.00,34.00,33.95,33.95,33.95,34.00,2,101,3429.00,
531067,CONTIL I LTD,XT,Q,9.55,9.55,9.25,9.25,9.25,9.50,2,101,934.00,
531080,SHRI KRISH  ,X ,Q,18.45,18.45,16.75,17.30,16.75,17.60,20,1453,26215.00,
531082,ALANKIT     ,B ,Q,49.50,50.85,47.50,50.00,50.00,49.20,158,23176,1141371.00,
531083,NIHAR INFO  ,X ,Q,12.60,12.60,12.60,12.60,12.60,13.25,1,50,630.00,
531091,UNITED CRED.,X ,Q,19.20,19.20,19.20,19.20,19.20,18.40,1,10,192.00,
531092,OM MET INFRA,B ,Q,52.85,53.95,50.95,52.60,52.60,52.60,483,30047,1572753.00,
531099,RUBRA MEDICA,X ,Q,4.71,4.71,4.27,4.27,4.27,4.49,7,750,3356.00,
531109,ISHAN DYES  ,X ,Q,45.05,47.25,45.00,45.60,45.60,46.45,36,4990,227821.00,XD
531120,PATEL ENGG. ,B ,Q,67.00,67.55,65.00,66.05,65.85,66.45,362,59656,3928547.00,
531129,INANI MARBLE,X ,Q,20.00,20.30,18.10,18.75,19.70,18.85,24,2340,43864.00,
531137,GEMSTONE INV,X ,Q,1.03,1.03,1.02,1.02,1.02,0.99,2,122,125.00,
531146,MEDICAMEN BI,X ,Q,704.40,704.40,671.50,683.60,684.85,677.75,116,5422,3684950.00,
531147,ALICON      ,B ,Q,590.00,591.00,581.40,591.00,591.00,591.00,5,235,138412.00,
531157,ORGANIC COAT,X ,Q,12.70,13.00,12.50,12.52,12.50,12.70,14,111098,1404433.00,
531158,CATVISION   ,XT,Q,37.90,40.00,37.90,39.70,40.00,39.60,7,2584,99276.00,
531161,ABM KNOWLEDG,X ,Q,89.40,93.50,85.00,88.80,89.50,85.35,159,18879,1634808.00,
531162,EMAMI LTD.  ,A ,Q,1106.80,1107.10,1070.00,1085.25,1080.00,1103.55,336,2303,2519168.00,
531173,SYSCHEM (I) ,X ,Q,13.70,13.70,12.24,13.10,13.10,12.86,69,81214,1033398.00,
531179,ARMAN FIN   ,B ,Q,324.90,330.00,314.00,327.80,328.00,330.05,42,3421,1107604.00,
531190,TAVERNIER   ,X ,Q,12.83,12.83,12.83,12.83,12.83,13.50,5,550,7056.00,
531198,DHANADACOL  ,XT,Q,4.46,4.91,4.45,4.91,4.91,4.68,5,2199,10181.00,
531199,GLANCE FIN. ,X ,Q,42.00,42.10,40.00,40.05,40.05,40.10,17,2858,116848.00,
531201,SHILCHAR TEC,X ,Q,375.00,375.00,375.00,375.00,375.00,378.10,2,31,11625.00,
531209,NUCLE.SOFT E,B ,Q,438.65,444.00,418.00,419.80,419.80,432.25,233,3996,1706728.00,
531211,WELLNESS    ,P ,Q,14.30,14.30,14.25,14.25,14.25,15.00,12,2600,37100.00,
531212,NALIN LEASE ,X ,Q,22.05,22.05,22.05,22.05,22.05,23.15,4,5012,110514.00,
531213,MANAP FIN   ,A ,Q,103.05,105.00,101.55,104.45,104.45,101.50,1833,279155,28834034.00,
531215,RTS POWER CO,X ,Q,54.05,55.80,52.30,55.75,55.65,53.50,15,2510,133070.00,
531216,COMFORT INTE,XT,Q,1.42,1.42,1.42,1.42,1.42,1.40,20,54152,76895.00,
531223,ANJANI SYNT.,X ,Q,30.00,31.45,30.00,31.45,31.45,31.05,6,563,17343.00,
531233,RASI ELECTRO,XT,Q,6.20,6.44,6.14,6.14,6.14,6.46,31,16596,102558.00,
531234,VICTORY PAPR,XT,Q,59.00,59.40,55.10,58.40,58.45,57.00,18,1370,78826.00,
531241,LINC PEN &PL,B ,Q,420.00,427.05,420.00,423.65,425.00,424.00,12,600,252665.00,
531253,INDIA GELAT.,X ,Q,111.00,113.25,104.00,111.70,112.00,105.65,41,1536,167084.00,
531255,PARAGON FIN.,X ,Q,21.25,25.85,21.25,22.00,22.00,23.55,3,100,2220.00,
531266,VST TILLERS ,B ,Q,2755.85,2756.90,2650.00,2678.15,2678.85,2695.90,134,786,2111332.00,
531273,RADHE DEVLOP,X ,Q,16.00,17.40,15.65,16.50,16.20,16.60,52,8572,140669.00,
531278,ELIXIR      ,X ,Q,45.00,47.85,45.00,46.90,47.25,47.15,13,761,35871.00,
531287,NAT PLASTIC ,X ,Q,39.60,39.60,39.00,39.00,39.00,39.60,3,308,12076.00,
531288,LEAD FINANC ,XT,Q,9.70,10.05,9.70,10.05,10.05,9.60,10,2181,21569.00,
531289,NATFIT      ,X ,Q,202.00,206.95,198.05,203.00,203.00,203.45,38,2847,578175.00,
531300,AMIT INTNL. ,XT,Q,2.80,2.94,2.80,2.94,2.94,2.80,8,13447,39394.00,
531306,DHP INDIA LT,XT,Q,468.00,472.00,432.00,457.10,459.00,450.55,127,3512,1570978.00,
531327,CHARMS INDUS,XT,Q,1.56,1.56,1.56,1.56,1.56,1.64,1,300,468.00,
531335,ZYDUS WELL  ,B ,Q,1265.00,1265.50,1210.00,1227.90,1230.70,1248.55,194,1454,1781110.00,
531337,IRISMEDIA   ,ST,Q,23.10,24.00,23.10,23.90,24.00,23.55,28,273600,6324300.00,
531339,JAIHIND PROJ,B ,Q,4.90,4.90,4.90,4.90,4.90,5.15,5,502,2459.00,
531344,CONTAIN.CORP,A ,Q,1274.00,1274.00,1233.30,1248.15,1248.00,1249.80,434,43808,54731637.00,
531346,EASTERN TRED,X ,Q,92.50,96.75,81.10,85.00,85.00,88.75,54,11854,1072349.00,
531349,PANACEA BIOT,B ,Q,276.00,287.60,263.85,281.20,281.20,269.85,1480,54880,15197060.00,
531358,CHOICE INT. ,X ,Q,140.00,141.05,131.20,131.50,131.50,138.00,222,7233,976682.00,
531370,SPARC SYSTEM,XT,Q,4.87,4.87,4.80,4.87,4.87,4.64,22,24150,117505.00,
531373,BYKE HOSP   ,B ,Q,170.00,171.10,165.90,167.15,167.15,167.35,277,14956,2519199.00,
531387,HASTI FINANC,X ,Q,6.58,6.58,6.58,6.58,6.58,6.71,1,2,13.00,
531390,UPSURGE INV.,X ,Q,55.10,55.10,55.10,55.10,55.10,57.95,2,19,1046.00,
531396,WOMEN NETWOR,X ,Q,3.26,3.26,3.25,3.25,3.25,3.42,3,1020,3325.00,
531398,SOURCENTRL  ,XT,Q,120.00,120.00,120.00,120.00,120.00,120.00,1,1,120.00,
531400,ALMONDZ GLO ,B ,Q,22.60,24.60,22.50,23.45,23.45,23.45,26,8301,194884.00,
531404,ZICOM ELECTR,B ,Q,20.00,20.15,19.10,19.45,19.40,19.80,133,33279,650956.00,
531409,ALCH CORP   ,XT,Q,8.82,9.20,8.36,9.09,9.09,8.79,7,1611,14484.00,
531410,GUJ.FOILS   ,X ,Q,9.71,10.20,9.69,10.19,10.19,10.00,18,5321,52599.00,
531411,TUNI TEXTILE,X ,Q,0.49,0.49,0.49,0.49,0.49,0.49,2,76,37.00,
531412,RADIX IND   ,X ,Q,62.00,62.00,62.00,62.00,62.00,62.50,1,500,31000.00,
531413,KIRAN PRINT ,X ,Q,4.42,4.42,4.42,4.42,4.42,4.21,1,11,48.00,
531417,MEGA CORPN. ,X ,Q,1.26,1.26,1.26,1.26,1.26,1.26,11,60010,75612.00,
531426,TAMIL.NEWSPR,B ,Q,347.00,352.85,337.20,348.65,352.25,346.50,285,9734,3361203.00,
531431,SHAKTI PUMPS,B ,Q,530.10,540.10,516.50,523.70,525.00,531.30,544,16599,8733426.00,
531437,PWASML      ,X ,Q,47.40,49.95,47.40,49.90,49.90,49.10,5,350,16691.00,
531439,GOLDSTONE EN,B ,Q,13.35,13.54,13.00,13.47,13.40,13.43,15,5300,70445.00,
531449,GRM OVERSEAS,X ,Q,289.90,289.90,252.50,279.95,279.95,271.25,6,124,32045.00,
531453,MOHIT INDUS.,B ,Q,32.80,33.35,32.15,33.00,32.90,32.75,56,8028,263360.00,
531454,POLYLINK POL,XT,Q,26.55,26.55,24.05,24.95,24.95,25.30,18,3112,75661.00,
531463,GBLINFRA    ,X ,Q,74.05,74.05,74.05,74.05,74.05,74.05,2,6,444.00,
531467,ARNAVCORP   ,XT,Q,0.30,0.32,0.30,0.32,0.32,0.31,64,133374,41846.00,
531471,DUKE OFFSHOR,X ,Q,74.05,79.35,74.00,75.25,75.25,76.60,71,9535,735966.00,
531472,CYBELE IND  ,XT,Q,7.80,7.80,7.73,7.73,7.73,8.13,7,3100,24034.00,
531489,CG-VAK SOFTW,SS,Q,23.20,24.35,23.20,23.50,23.50,23.20,5,10212,240033.00,
531494,NAVKAR BUILD,XT,Q,20.60,21.60,20.20,21.00,21.00,20.60,16,2125,44650.00,
531497,MADHUCON PRJ,B ,Q,25.50,25.95,24.50,24.95,24.95,25.65,84,15822,398051.00,
531499,SYBLY INDS. ,SS,Q,4.80,4.80,4.31,4.31,4.36,4.50,33,17268,76752.00,
531500,RAJESH EXPO.,A ,Q,820.00,820.00,799.00,811.25,811.25,800.35,259,21772,17574876.00,
531502,ESAAR (I)LTD,X ,Q,2.95,2.95,2.95,2.95,2.95,2.95,2,1000,2950.00,
531508,EVEREADY (I),B ,Q,387.15,387.15,367.45,370.50,370.50,378.55,250,6346,2359063.00,
531512,ORIENT TRADE,XT,Q,2.85,2.85,2.85,2.85,2.85,3.00,2,1100,3135.00,
531518,VIKAS GRAN  ,XT,Q,11.90,12.36,11.88,11.90,11.90,12.12,25,4056,48750.00,
531524,I.C.S.A. IND,T ,Q,3.10,3.20,3.10,3.10,3.10,3.10,14,7820,24342.00,
531525,ACE SOFTWARE,X ,Q,22.75,25.00,22.45,22.45,22.45,24.90,7,2716,61147.00,
531531,HATSUN AGRO ,B ,Q,730.00,733.00,725.65,729.60,725.65,724.80,28,630,460968.00,
531539,RISHABH DIGH,XT,Q,42.05,44.90,42.05,44.50,44.50,43.90,6,1101,48724.00,
531540,MARUTI INFRA,X ,Q,25.00,26.50,23.00,25.10,24.85,24.65,66,16290,417034.00,
531541,AVONLIFE    ,Z ,Q,10.05,10.05,9.55,9.60,9.60,10.05,15,6376,61475.00,
531543,JINDAL WORLD,B ,Q,614.85,614.85,600.00,603.00,604.00,605.45,609,34903,21198775.00,
531548,SOMANY CRAM ,B ,Q,650.25,663.00,650.00,659.50,660.00,651.40,250,3162,2067865.00,
531552,RAGHUNATH TO,XT,Q,4.26,4.26,4.05,4.05,4.05,4.26,2,100,406.00,
531556,CORAL (I)FIN,B ,Q,38.30,38.30,36.50,36.95,36.80,37.55,152,32840,1223431.00,
531568,ASHUTOSH PAP,XT,Q,2.96,2.96,2.96,2.96,2.96,2.96,2,901,2666.00,
531574,VAS INFRA   ,X ,Q,10.50,13.22,10.20,11.87,11.87,11.39,86,4461,47923.00,
531583,RAP MEDIA   ,XT,Q,13.58,13.58,12.91,12.91,12.91,13.58,5,2630,35246.00,
531590,BILPOWER LTD,T ,Q,1.71,1.75,1.71,1.75,1.75,1.80,3,3290,5745.00,
531591,BAMPSL SECUR,X ,Q,1.60,1.60,1.60,1.60,1.60,1.60,4,511,817.00,
531595,CGCL        ,B ,Q,84.00,88.25,82.00,86.80,86.80,88.10,152,11019,946530.00,
531599,FDC LIMITED ,B ,Q,310.20,312.00,283.10,286.05,286.05,303.20,1779,36792,10917765.00,
531611,AADHAARVEN  ,XT,Q,0.53,0.55,0.53,0.53,0.54,0.54,46,271236,143867.00,
531612,KGN IND LTD ,SS,Q,1.87,1.87,1.87,1.87,1.87,1.88,2,2,3.00,
531616,STARCOM     ,XT,Q,219.20,219.20,219.20,219.20,219.20,230.70,6,105,23016.00,
531624,COUNTRY COND,B ,Q,3.60,3.60,3.43,3.43,3.43,3.61,6,3200,11316.00,
531633,LINCOLN PHAR,B ,Q,227.90,233.00,220.30,230.40,230.40,224.20,200,15025,3360277.00,
531638,SURAJ LTD   ,XT,Q,47.05,48.15,47.05,48.15,48.15,49.50,4,264,12629.00,
531642,MARICOLTD   ,A ,Q,305.00,308.10,302.25,303.20,302.50,305.50,345,21084,6416453.00,
531650,VAX HSG.FIN.,XT,Q,4.09,4.09,4.09,4.09,4.09,4.17,3,65,265.00,
531661,HITTCO TOOLS,XT,Q,3.71,3.71,3.71,3.71,3.71,3.86,1,1038,3850.00,
531687,KARUTURI GLO,T ,Q,1.84,1.84,1.73,1.84,1.84,1.76,186,879143,1567894.00,
531688,PRITHVIEXCH ,X ,Q,53.00,55.80,51.60,54.75,55.80,55.90,26,3345,182922.00,
531712,TRILOGIC    ,Z ,Q,0.88,0.88,0.88,0.88,0.88,0.89,2,200,176.00,
531717,VIDHIING    ,B ,Q,83.50,86.00,80.45,84.40,84.40,82.25,150,15384,1278393.00,
531719,BHAGIRA.CHEM,X ,Q,282.15,284.90,280.00,284.75,284.80,287.25,18,1091,308006.00,
531723,STAMPEDE CAP,T ,Q,9.16,9.38,9.14,9.16,9.16,9.62,128,117886,1085718.00,
531726,PANCHSHEEL O,X ,Q,75.05,78.00,72.00,73.40,73.00,75.30,16,7722,556501.00,
531727,MENON PISTON,XT,Q,27.50,27.70,25.15,26.15,26.35,26.45,119,20269,529787.00,
531737,GREENCREST  ,X ,Q,32.95,32.95,32.95,32.95,32.95,32.95,2,2,65.00,
531739,GENNEX LAB  ,X ,Q,3.86,4.00,3.81,3.86,3.86,3.86,158,227504,881132.00,
531744,GINI SILK MI,X ,Q,168.10,185.00,168.10,184.05,184.50,176.20,21,577,104210.00,
531746,PRAJAY ENGS.,B ,Q,12.49,12.64,11.75,12.62,12.64,12.04,140,60407,756772.00,
531758,G.K.CONSULT.,XT,Q,7.00,7.00,7.00,7.00,7.00,7.02,1,10,70.00,
531761,APOLLOPIPES ,X ,Q,524.00,542.00,524.00,533.00,533.00,529.00,442,19938,10583778.00,
531762,UNJHA FORMUL,X ,Q,14.15,14.15,13.50,13.80,13.50,13.55,3,281,3906.00,
531768,POLY MEDICUR,B ,Q,251.00,258.00,246.50,250.00,250.00,250.60,97,38956,9810535.00,
531769,PFL INFOTECH,X ,Q,8.41,8.41,7.61,8.40,8.40,8.01,29,64614,515795.00,
531784,KCLINFRA    ,XT,Q,1.30,1.30,1.30,1.30,1.30,1.36,1,100,130.00,
531795,ATUL AUTO   ,B ,Q,420.00,431.00,416.75,427.10,426.50,423.60,202,1005,427926.00,
531802,PRERNA INFR ,X ,Q,17.25,18.55,16.55,17.90,17.90,17.90,58,10481,182633.00,
531810,METAL COATIN,XT,Q,30.70,32.00,30.70,31.90,32.00,32.00,3,61,1885.00,
531813,GANGAPAPERS ,XT,Q,61.65,61.65,61.65,61.65,61.65,61.20,8,1500,92475.00,
531814,TIRUPATI SAR,X ,Q,18.05,19.70,18.05,19.25,19.30,18.75,16,3475,66101.00,
531816,PANORAM UNI ,B ,Q,9.80,10.30,9.10,9.34,9.33,9.80,177,35638,342095.00,
531822,RODIUM      ,X ,Q,144.40,144.40,141.00,143.50,143.50,145.80,25,5637,807151.00,
531834,NATURA HUE C,XT,Q,4.37,4.37,4.37,4.37,4.37,4.37,1,30,131.00,
531842,LAHOTI OVER.,X ,Q,20.45,21.05,20.40,21.05,21.05,20.60,31,14463,300144.00,
531845,ZENITH BIRLA,T ,Q,1.94,1.94,1.85,1.94,1.94,1.85,210,386728,742870.00,
531847,ASIAN STAR  ,B ,Q,1200.80,1280.10,1200.80,1280.10,1280.10,1264.00,4,11,13288.00,
531855,PRABHAV IND ,XT,Q,0.99,1.00,0.98,0.99,1.00,0.99,13,123885,122712.00,
531859,ORIENTAL VEN,X ,Q,525.00,539.80,506.10,520.05,520.05,509.10,30,644,334781.00,
531861,JOINDRE CAPI,X ,Q,30.20,31.75,29.00,29.30,29.30,30.05,61,14164,416586.00,
531862,BHARATAGRI  ,X ,Q,133.25,140.00,131.50,135.05,139.50,136.00,82,13859,1856147.00,
531867,UNITECH INTE,SS,Q,8.00,8.00,6.76,7.38,7.38,7.50,11,791,5456.00,
531869,SACHETA MET.,SS,Q,46.70,47.00,44.15,46.90,47.00,46.40,20,13000,606761.00,
531878,ANJANI FINL ,X ,Q,3.88,3.88,3.88,3.88,3.88,4.08,2,1400,5432.00,
531879,PIONEER DIS.,B ,Q,178.00,181.85,177.50,181.80,181.75,177.80,9,1005,178547.00,
531881,GMETCOAL    ,XT,Q,26.75,27.25,26.25,26.25,26.25,26.75,14,1080,28490.00,
531882,KWALITYLTD  ,A ,Q,85.00,88.15,83.45,85.80,85.80,84.30,2810,1024776,86663000.00,
531888,REXNORD ELE.,X ,Q,65.00,67.65,63.30,65.10,65.10,64.95,41,3765,243797.00,
531892,KHANDWALA SE,B ,Q,20.00,20.30,20.00,20.30,20.30,21.05,2,600,12150.00,
531893,SAWACA BUSI ,ST,Q,1.83,1.83,1.83,1.83,1.83,1.92,9,24850,45475.00,
531900,CCL INTER   ,X ,Q,14.00,14.25,14.00,14.25,14.25,14.25,11,1559,21949.00,
531917,TWINSTAR SOF,X ,Q,2.25,2.25,2.10,2.24,2.24,2.15,27,16851,37416.00,
531921,AGAR IND COR,T ,Q,305.00,319.70,304.60,310.00,310.00,320.50,36,5150,1592358.00,
531923,DHAMPURE SGR,X ,Q,14.05,15.50,13.70,14.85,15.50,14.50,5,36,533.00,
531925,SHANTANU SHE,XT,Q,4.11,4.11,4.11,4.11,4.11,4.11,5,1361,5593.00,
531934,SUPREME TEX ,B ,Q,1.70,1.80,1.63,1.79,1.79,1.80,30,50714,85404.00,
531950,VERTEX SEC. ,X ,Q,2.48,2.90,2.48,2.59,2.55,2.70,25,10048,25951.00,
531952,RIBA TEXTILS,X ,Q,99.00,100.00,95.00,99.90,97.00,97.85,52,51572,5035909.00,
531968,IITL PROJ   ,XT,Q,18.00,18.00,17.10,17.10,17.10,18.00,6,5790,99018.00,
531972,TRIDENTTOOL ,X ,Q,12.86,12.86,11.65,11.65,11.65,12.25,2,55,701.00,
531977,CHARTERLOGIS,X ,Q,17.10,17.30,16.20,16.30,16.30,16.90,265,132552,2210108.00,
531978,AMBIKA COTTO,B ,Q,1299.95,1299.95,1270.00,1286.85,1285.00,1302.10,67,534,684667.00,
531979,HIND ALUMIN ,X ,Q,103.95,103.95,87.00,93.30,93.30,101.05,355,42479,3977450.00,
531989,DECCAN POLYP,XT,Q,3.05,3.05,3.05,3.05,3.05,3.01,1,100,305.00,
531996,ODYSSEY CORP,SS,Q,1.64,1.80,1.64,1.73,1.80,1.72,34,37156,61530.00,
532001,INDUCTO STL.,XT,Q,26.45,26.45,26.45,26.45,26.45,27.80,1,100,2645.00,
532005,SAM INDUS.  ,X ,Q,16.70,17.20,16.15,17.20,17.20,16.75,6,1950,32440.00,
532016,WELLESLEY   ,XT,Q,10.25,10.25,10.25,10.25,10.25,10.75,1,200,2050.00,
532022,FILAT FASH  ,X ,Q,3.25,3.25,3.05,3.05,3.05,3.24,7,2145,6690.00,
532033,JAIN STUDIOS,T ,Q,3.55,3.57,3.55,3.57,3.57,3.71,3,501,1778.00,
532038,EMMSONS INT.,X ,Q,3.38,3.38,3.38,3.38,3.38,3.22,2,110,371.00,
532039,ZENOTECH    ,X ,Q,42.35,42.35,38.50,38.75,38.75,40.50,72,63514,2528292.00,
532051,SWELECT     ,B ,Q,397.50,403.50,384.00,384.75,387.50,400.00,81,1651,642800.00,
532053,WALLFORT FIN,X ,Q,118.00,118.00,112.65,117.00,117.00,117.20,31,1437,167441.00,
532054,KDDL LTD    ,B ,Q,369.00,388.05,368.10,384.80,388.05,369.60,27,1924,727007.00,
532056,ADINATH EXIM,XT,Q,26.35,26.35,26.35,26.35,26.35,26.90,4,392,10329.00,
532067,KILPEST (I) ,XT,Q,135.55,148.80,135.55,145.05,145.90,142.55,40,15975,2298278.00,
532070,SUPERB PAPER,X ,Q,29.00,29.10,28.40,28.40,28.40,28.70,15,6504,188777.00,
532081,KSERASERA   ,T ,Q,0.25,0.25,0.23,0.23,0.23,0.24,87,764201,179965.00,
532097,MUKAND ENGG.,B ,Q,39.00,40.50,39.00,39.50,39.20,39.75,127,18847,748986.00,
532100,INDO-CITY IN,XT,Q,4.81,4.81,4.81,4.81,4.81,4.90,1,100,481.00,
532102,SBEC SUGAR  ,XT,Q,6.37,6.37,6.37,6.37,6.37,6.08,6,5896,37557.00,
532113,BRIJLAXMI LE,XT,Q,0.20,0.20,0.20,0.20,0.20,0.20,1,13162,2632.00,
532114,AREALTY     ,X ,Q,2.08,2.08,1.90,2.00,2.00,1.99,10,101970,203939.00,
532121,DENA BANK   ,A ,Q,19.35,19.35,18.65,18.95,18.95,19.10,649,350609,6640348.00,
532123,BSE  INFRA  ,B ,Q,4.20,4.25,4.10,4.16,4.15,4.31,41,41753,173451.00,
532124,RELIAB VEN  ,X ,Q,14.60,14.60,14.60,14.60,14.60,15.25,1,126,1839.00,
532129,HEXAWARE TEC,A ,Q,361.45,361.45,353.70,356.95,356.50,354.35,1057,73247,26105254.00,
532134,BANKBARODA  ,A ,Q,134.10,135.20,129.90,134.35,134.35,132.65,4700,986453,131412275.00,
