SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1445.10,1452.80,1420.00,1428.95,1428.95,1431.05,281,2674,3836155.00,
500003,AEGIS LOGIS ,A ,Q,240.00,248.80,237.95,244.90,244.90,228.70,2648,139413,34108856.00,
500008,AMAR RAJA BA,A ,Q,786.00,800.85,775.00,794.45,794.00,773.00,1076,33135,26200063.00,
500009,A.SARABHAI  ,X ,Q,10.21,10.95,10.07,10.47,10.47,10.60,88,53451,551567.00,
500010,HDFC        ,A ,Q,1798.00,1802.30,1772.00,1797.50,1796.50,1761.85,2048,268479,479672306.00,
500012,ANDHRA PETRO,X ,Q,53.00,54.95,49.75,54.95,54.95,52.35,620,236045,12348972.00,
500013,ANSAL INFRAS,B ,Q,21.10,21.15,19.65,19.90,19.85,20.65,265,89863,1792237.00,
500014,APPLE FINANC,X ,Q,3.05,3.28,3.01,3.05,3.01,3.16,35,28741,88766.00,
500020,BOM DYEING  ,A ,Q,252.90,256.80,236.90,240.65,240.65,247.80,11441,1188875,291423679.00,
500023,ASIANHOTNR  ,T ,Q,264.10,279.50,264.10,270.05,270.05,266.20,10,661,179003.00,
500024,ASSAMCO     ,B ,Q,4.60,4.75,4.40,4.43,4.43,4.55,98,155700,697149.00,
500027,ATUL LTD.   ,A ,Q,2620.10,2638.00,2616.00,2616.95,2616.00,2631.25,66,219,573747.00,
500028,ATV PROJECTS,XT,Q,10.07,11.00,10.07,10.30,10.30,10.56,30,16281,167840.00,
500029,AUTOLITE(I) ,B ,Q,68.00,69.95,66.25,67.55,67.50,67.80,43,5653,380610.00,
500031,BAJAJ ELECT.,A ,Q,555.95,570.00,553.50,563.95,563.95,550.10,1458,61795,34824835.00,
500032,BAJAJHIND   ,A ,Q,11.25,11.35,10.65,10.88,10.88,11.16,1096,2100303,22786603.00,
500033,FORCE MOTR  ,B ,Q,2810.00,2875.00,2805.00,2838.60,2838.60,2809.60,2314,20674,58507449.00,
500034,BAJFINANCE  ,A ,Q,1634.65,1636.30,1595.00,1624.65,1624.65,1620.25,1883,28882,46619314.00,
500038,BALRAM.CHINI,A ,Q,96.20,97.50,84.65,89.90,89.90,96.25,10117,1684043,149174344.00,
500039,BANCO PROD. ,B ,Q,220.00,220.00,209.70,214.90,215.00,215.25,736,31736,6796376.00,
500040,CENTURY TEXT,A ,Q,1175.65,1177.30,1134.65,1169.75,1169.75,1164.15,1083,35017,40616190.00,
500041,BANNARI AMAN,B ,Q,1625.00,1625.00,1600.25,1600.55,1600.55,1657.70,6,2916,4669974.00,
500042,BASF INDIA  ,B ,Q,2020.90,2072.45,1966.10,2042.65,2060.00,1995.20,540,2423,4902084.00,
500043,BATA INDIA  ,A ,Q,700.05,720.00,696.45,714.90,715.35,706.25,536,11634,8231839.00,
500048,BEML LTD    ,A ,Q,1205.00,1219.95,1111.85,1138.95,1138.95,1198.10,5380,128697,149530613.00,
500049,BHARAT ELECT,A ,Q,150.00,150.25,145.00,147.50,147.50,148.70,2273,241227,35485685.00,
500052,BHANSALI ENG,B ,Q,166.00,168.50,156.60,161.60,161.60,164.40,2330,463000,74882775.00,
500055,BHUSH STEEL ,B ,Q,47.20,48.70,44.25,47.20,47.20,40.60,9373,2224361,102776351.00,
500058,BIHAR SPONGE,XT,Q,2.43,2.50,2.42,2.43,2.50,2.54,16,3690,8958.00,
500059,BINANI IND. ,B ,Q,97.55,98.70,93.75,93.90,93.90,98.65,247,26556,2512773.00,
500060,BIRLACABLE  ,B ,Q,59.50,59.95,56.00,57.85,58.00,57.90,47,4301,249564.00,
500067,BLUE STAR   ,A ,Q,800.00,810.00,771.60,784.20,786.05,786.65,382,5431,4278411.00,
500068,DISA INDIA  ,X ,Q,6725.00,6725.00,6000.00,6131.65,6131.65,6570.00,30,125,803387.00,
500069,BNK CAPITAL ,X ,Q,106.90,106.90,101.20,104.95,105.40,103.00,29,2858,295248.00,
500074,BPL LTD.    ,B ,Q,85.80,85.80,80.05,83.00,83.00,82.60,1242,139855,11427473.00,
500078,CAMPH.& ALL ,X ,Q,999.90,999.90,960.30,965.80,966.00,978.40,59,2470,2398265.00,
500083,CENTURY EXT ,B ,Q,6.10,6.10,5.75,6.10,6.10,5.90,40,21993,131956.00,
500084,CESC LTD.   ,A ,Q,962.55,987.75,941.65,983.25,986.80,970.35,1098,77378,75107126.00,XD
500085,CHAMBAL FERT,A ,Q,152.55,155.50,151.00,152.25,152.25,152.55,1025,123726,18878865.00,
500086,EXIDE IND.  ,A ,Q,206.50,209.95,202.50,208.55,209.65,205.00,2196,91357,18860684.00,
500087,CIPLA LTD.  ,A ,Q,582.90,582.90,573.80,576.70,576.70,580.05,835,39191,22646226.00,
500089,DIC INDIA   ,B ,Q,497.00,505.00,490.00,505.00,505.00,496.95,8,120,59349.00,
500092,CRISIL LTD  ,A ,Q,1959.95,1959.95,1922.00,1929.25,1927.50,1960.70,170,1646,3191588.00,
500093,CGPOWER     ,A ,Q,78.00,79.30,73.65,78.90,78.90,76.70,822,129778,10079780.00,
500096,DABUR (I)   ,A ,Q,325.00,328.70,319.05,325.00,328.70,323.30,985,3038616,987495047.00,
500097,DALMIASUG   ,B ,Q,89.00,89.00,77.00,78.55,78.25,86.30,656,61686,4885774.00,
500101,ARVIND Ltd  ,A ,Q,393.00,398.35,383.15,396.10,396.10,388.75,1230,89467,35183633.00,
500102,BALARPUR IND,B ,Q,12.90,12.90,12.22,12.78,12.80,12.62,394,394366,5001087.00,
500103,BHEL        ,A ,Q,85.80,86.60,83.80,86.00,86.00,85.45,3890,1114041,95168203.00,
500104,HIND.PETRO  ,A ,Q,359.00,363.90,353.75,360.85,360.85,357.90,2420,105528,37993705.00,
500106,IFCI LTD    ,A ,Q,21.00,21.35,20.30,21.10,21.10,21.00,1383,868842,18110779.00,
500108,MAHA.TELE   ,B ,Q,21.35,21.50,20.10,20.70,20.70,20.95,957,472780,9821628.00,
500109,MRPL        ,A ,Q,116.50,117.65,113.50,116.90,116.90,116.00,898,94986,11012046.00,
500110,CHENNAI PET.,A ,Q,347.25,348.50,336.35,343.80,345.80,342.00,713,36943,12659918.00,
500111,REL.CAP.    ,A ,Q,426.50,426.50,408.00,421.30,421.30,417.80,8621,934006,389621582.00,
500112,STATE BANK  ,A ,Q,247.00,257.50,244.40,256.75,256.75,246.65,14220,1871880,471076815.00,
500113,STEEL AUTH. ,A ,Q,74.10,75.50,72.20,74.20,74.20,73.70,2869,1084724,80263559.00,
500114,TITAN       ,A ,Q,819.00,821.90,808.05,817.20,817.20,813.40,1178,43273,35228633.00,
500116,IDBI BANK L ,A ,Q,81.00,82.55,73.15,74.85,74.85,79.25,21197,7486837,573164925.00,
500117,DCW LTD.    ,B ,Q,34.70,36.35,32.95,36.05,36.05,34.65,635,184000,6376794.00,
500119,DHAMPUR SUGA,B ,Q,160.50,160.50,144.05,149.30,149.30,159.15,1380,107897,16157032.00,
500120,DIAMINES&CHM,X ,Q,101.50,104.90,99.25,101.95,102.50,100.70,33,2812,284660.00,
500123,ELANTAS     ,B ,Q,2006.15,2100.00,2000.00,2061.85,2087.00,2016.35,443,1451,2980008.00,
500124,DR.REDDY'S  ,A ,Q,2164.85,2180.30,2128.45,2145.50,2145.50,2148.45,1339,14730,31652982.00,
500125,E.I.D.PAR   ,A ,Q,300.00,302.75,290.00,299.20,299.20,300.00,451,476189,141466615.00,
500126,MERCK LTD   ,B ,Q,1491.10,1522.65,1475.00,1501.90,1501.90,1466.85,444,6718,10068468.00,
500128,ELEC.CASTING,B ,Q,28.25,28.65,27.40,28.20,28.20,27.85,246,156440,4365120.00,
500132,EMPEE SUGARS,X ,Q,3.98,3.98,3.91,3.91,3.91,4.11,13,7923,31310.00,
500133,ESAB INDIA  ,B ,Q,752.00,766.00,741.50,763.95,755.00,759.50,43,490,372594.00,
500135,ESSEL PROP  ,B ,Q,254.15,260.70,244.00,253.30,253.30,252.95,146,4435,1117989.00,
500136,ESTER INDUS.,B ,Q,60.00,60.35,57.05,59.80,59.80,59.20,260,28299,1662645.00,
500139,FEDDERELEC  ,B ,Q,71.50,71.50,68.55,68.95,68.95,70.55,272,46054,3219721.00,
500141,FERRO ALLOYS,X ,Q,8.40,8.70,7.99,8.05,8.05,8.41,349,298226,2432988.00,
500142,FGP LTD.    ,XT,Q,1.16,1.16,1.16,1.16,1.16,1.20,1,1000,1160.00,
500144,FINOL. CABLE,A ,Q,706.00,711.55,697.05,709.40,709.40,695.65,574,16942,12002518.00,
500147,CMI FPE     ,X ,Q,909.00,928.85,890.00,927.00,928.85,898.20,62,1659,1495885.00,
500148,UFLEX LTD   ,A ,Q,353.85,353.85,342.00,349.05,350.65,349.30,379,31816,10990841.00,
500150,FOSECO INDIA,B ,Q,1550.00,1559.00,1503.00,1550.40,1559.00,1550.05,45,471,722740.00,
500153,GANESH BENZO,X ,Q,83.95,85.30,82.10,85.00,85.00,83.95,610,100595,8397571.00,
500155,GARDEN SILK ,B ,Q,35.25,35.25,33.80,34.00,34.40,34.55,75,6755,231405.00,
500159,METROGLOBL  ,X ,Q,78.25,79.55,77.00,78.00,78.00,79.15,19,1653,128619.00,
500160,GTL LTD.    ,B ,Q,11.44,11.70,10.55,11.03,11.04,11.21,362,114015,1252073.00,
500163,GODFREY PH  ,A ,Q,822.00,824.50,795.00,809.60,809.60,811.65,667,9646,7780483.00,
500164,GODREJ IND  ,A ,Q,545.00,551.95,543.95,550.75,548.50,543.50,403,13555,7438375.00,
500165,KANSAI NERO ,A ,Q,489.20,492.50,472.60,489.30,491.75,486.50,539,8649,4203075.00,
500166,GOODRICKE   ,X ,Q,330.00,335.00,317.00,330.50,330.50,330.75,279,10191,3311672.00,
500168,GOODYEAR (I),B ,Q,1185.00,1189.90,1161.50,1178.65,1170.00,1167.25,424,5266,6159232.00,
500170,GTN INDUS   ,B ,Q,13.90,14.25,13.80,13.85,14.10,14.50,34,5171,71743.00,
500171,GHCL LTD    ,A ,Q,274.40,275.50,256.30,273.80,273.80,272.05,704,47614,12714721.00,
500173,GUJ.FLOURO  ,B ,Q,770.75,785.00,751.00,777.15,785.00,764.15,413,4228,3232319.00,
500179,HCL INFOSYS ,A ,Q,55.95,56.25,53.35,55.35,55.35,54.60,2410,720820,39602378.00,
500180,HDFC BANK   ,A ,Q,1859.95,1859.95,1833.10,1851.45,1851.45,1834.45,1951,644880,1186904991.00,
500182,HEROMOTOCO  ,A ,Q,3562.45,3597.30,3543.20,3585.65,3580.00,3562.10,806,6427,22933313.00,
500183,HIMACHAL FUT,A ,Q,26.90,27.35,25.60,27.00,27.00,26.55,2419,2381321,63358043.00,
500184,HSCL        ,B ,Q,146.30,150.00,141.00,145.60,145.00,147.30,1833,215872,31483169.00,
500185,HIND.CONSTN.,A ,Q,31.50,31.85,30.40,31.50,31.50,31.15,2490,1261280,39306573.00,
500186,HIND.OIL EXP,B ,Q,105.00,105.50,97.50,103.30,104.95,103.05,2108,331016,33534940.00,
500187,HSIL        ,B ,Q,423.60,423.60,401.45,413.95,411.20,415.30,473,14066,5757726.00,
500188,HINDUS.ZI   ,A ,Q,310.00,314.90,305.00,313.35,313.35,309.80,1148,95741,29672526.00,
500189,HINDUJA VENT,B ,Q,763.65,770.35,721.00,723.25,729.75,739.50,143,3112,2278524.00,
500191,HMT LTD.    ,Z ,Q,31.50,31.80,30.25,30.85,30.85,31.30,29,8666,267914.00,
500192,PRAG BOSIMI ,XT,Q,3.36,3.37,3.36,3.36,3.36,3.53,5,1900,6385.00,
500193,HOTEL LEELA.,B ,Q,17.70,17.75,17.25,17.55,17.55,17.45,193,67950,1194251.00,
500199,I.G.PETRO   ,B ,Q,659.00,667.15,627.95,661.80,661.80,651.30,313,5048,3261899.00,
500201,IND.GLYCOLS ,B ,Q,470.70,483.00,438.30,460.60,457.75,463.90,1569,60136,27503015.00,
500206,MARGO FIN   ,XT,Q,14.05,14.05,14.05,14.05,14.05,14.25,3,286,4018.00,
500207,INDO RAMA   ,B ,Q,31.50,31.65,30.00,31.25,31.50,30.20,116,34302,1058351.00,
500209,INFOSYS LTD ,A ,Q,1144.00,1165.00,1144.00,1156.70,1156.70,1142.80,5304,207644,240753496.00,
500210,INGERSOLL   ,B ,Q,720.70,720.70,701.50,713.85,710.15,710.55,123,2540,1791922.00,
500211,INSILCO LTD.,X ,Q,24.70,25.00,23.95,24.00,24.00,24.75,34,10480,255179.00,
500212,INTEG.FIN.SE,XT,Q,40.00,40.00,40.00,40.00,40.00,42.10,1,25,1000.00,
500213,INTER.TRAVEL,X ,Q,174.50,177.00,174.50,176.30,176.45,173.90,37,2889,507027.00,
500214,ION EXCHANGE,XT,Q,480.00,484.90,461.00,470.40,467.00,474.30,147,4638,2191719.00,
500215,AGRO TECH FO,B ,Q,639.35,639.35,620.00,625.00,625.00,632.00,112,1826,1138078.00,
500219,JAIN IRRIG  ,A ,Q,105.55,107.05,99.95,105.40,105.40,105.00,4762,1503605,156308790.00,
500220,JASCH INDUST,X ,Q,67.10,67.95,67.00,67.00,67.00,67.50,11,1240,83436.00,
500223,JCT LTD     ,X ,Q,3.05,3.09,2.97,3.02,3.05,3.06,292,437152,1316757.00,
500227,JINDAL POLYF,B ,Q,337.40,340.40,328.30,335.75,335.75,332.15,333,17201,5755565.00,
500228,JSWSL       ,A ,Q,292.10,295.50,284.40,289.35,289.70,289.60,2934,454795,131317477.00,
500231,UMANG DAIR  ,B ,Q,87.15,89.00,86.35,88.70,88.95,88.45,55,3643,320878.00,
500233,KAJARIA CER.,A ,Q,549.00,554.95,536.00,551.15,554.85,548.35,591,15044,8196850.00,
500234,KAKATIYA CEM,B ,Q,275.20,275.60,259.60,263.30,263.50,271.25,102,3643,965677.00,
500235,KALYANI STEL,B ,Q,293.10,304.90,284.95,297.25,297.25,286.20,754,33725,9871161.00,
500238,WHIRLPOOL   ,A ,Q,1510.00,1530.00,1490.00,1510.35,1503.25,1502.00,365,7542,11349129.00,
500239,KG DENIM    ,X ,Q,56.50,57.20,53.35,56.00,56.00,56.50,94,18908,1052343.00,
500240,KINETIC ENG.,ST,Q,70.65,75.00,70.65,72.00,72.00,71.80,32,20847,1493426.00,
500241,KIRL.BROS.  ,B ,Q,324.95,324.95,317.00,321.65,320.05,322.75,130,3126,999417.00,
500245,KIRL.FERROUS,B ,Q,87.05,88.85,85.35,86.35,86.90,87.55,895,154139,13338254.00,
500247,KOTAK MAH.BK,A ,Q,1087.00,1093.30,1075.00,1081.10,1080.50,1085.35,897,27536,29783983.00,
500249,KSB PUMPS   ,B ,Q,800.00,800.00,777.85,785.30,780.00,798.85,52,643,509111.00,
500250,L.G.BALKRISH,B ,Q,1030.00,1045.00,1000.25,1040.45,1000.25,1026.15,58,451,467866.00,
500251,TRENT LTD.  ,A ,Q,312.85,338.85,311.95,332.75,336.30,310.30,2238,55556,18090512.00,
500252,LAKSHMI MACH,A ,Q,6310.00,6520.00,6220.00,6485.65,6485.65,6301.85,655,2457,15650904.00,
500253,LIC HOUS.FIN,A ,Q,497.00,497.00,477.50,485.55,485.55,490.70,2974,132115,63944177.00,
500254,UTTAMVALUE  ,B ,Q,0.19,0.19,0.19,0.19,0.19,0.19,83,804372,152830.00,
500255,LML LTD.    ,B ,Q,7.77,8.07,7.77,7.85,7.85,7.99,132,57860,457410.00,
500257,LUPIN LTD.  ,A ,Q,761.00,783.00,750.00,771.30,771.30,760.60,2706,108527,82877792.00,
500259,LYKA LABS   ,B ,Q,55.00,55.00,51.15,51.35,51.20,52.40,205,20627,1070655.00,
500260,RAMCOCEM    ,A ,Q,725.00,734.30,722.00,731.50,732.45,726.15,130,2672,1947284.00,
500264,MAFATLAL IND,X ,Q,270.00,279.90,265.05,278.80,278.80,268.00,20,1929,532106.00,
500265,MAH.SEAMLESS,B ,Q,452.00,461.50,450.00,459.40,460.50,453.10,363,9346,4226566.00,
500266,MAH.SCOOTER ,B ,Q,2327.00,2327.00,2280.00,2286.20,2281.00,2327.30,77,554,1270767.00,
500267,MAJESTIC AUT,XT,Q,136.10,140.95,136.00,138.10,138.00,141.10,29,6881,951919.00,
500268,MANALI PETRO,B ,Q,35.15,35.75,34.30,34.95,34.95,34.55,498,138937,4866349.00,
500271,MFSL        ,A ,Q,483.60,486.70,473.00,480.45,476.00,480.00,1193,38392,18408867.00,
500277,MID INDIA IN,XT,Q,0.55,0.55,0.55,0.55,0.55,0.57,1,245,134.00,
500279,MIRC ELECT  ,B ,Q,49.30,49.45,46.20,49.05,49.10,48.20,680,154872,7469704.00,
500280,CENTURY ENKA,B ,Q,320.00,325.00,314.20,316.50,316.00,318.50,155,8152,2589263.00,
500284,LORDS CHLORO,XT,Q,60.60,62.00,59.80,62.00,62.00,62.90,11,1527,94479.00,
500285,SPICEJET LTD,B ,Q,124.85,134.60,121.00,133.05,133.05,124.05,23625,2832903,364513496.00,
500288,MOREPEN LAB.,B ,Q,32.50,32.75,30.65,31.95,31.95,32.00,904,413304,13080487.00,
500290,MRF LTD.    ,A ,Q,70777.00,70777.00,69900.00,70302.70,70302.70,70289.30,235,308,21623416.00,
500292,HEIDEL CEM  ,A ,Q,152.55,154.00,147.05,150.15,150.45,152.55,233,14234,2137345.00,
500294,NCC         ,A ,Q,120.30,120.85,116.70,120.10,120.10,118.60,3195,481185,57320095.00,
500295,VEDL        ,A ,Q,313.70,316.70,302.05,308.40,308.40,309.15,3593,535644,165451579.00,
500296,NAHAR SPG.  ,B ,Q,98.05,99.25,94.55,95.90,95.90,96.95,245,26726,2580759.00,
500298,NAT.PEROXIDE,X ,Q,2540.00,2600.00,2453.00,2476.00,2476.00,2561.15,503,7256,18224831.00,
500300,GRASIM IND. ,A ,Q,1128.85,1130.10,1089.70,1098.75,1098.75,1112.70,689,33413,36762096.00,
500302,PEL         ,A ,Q,2317.85,2345.00,2279.05,2330.20,2310.00,2302.25,1652,16279,37701362.00,
500304,NIIT LTD.   ,A ,Q,88.00,90.45,87.30,89.65,89.65,88.90,514,34573,3074661.00,
500306,JAYKAY      ,SS,Q,7.35,7.99,7.09,7.80,7.80,7.89,29,7305,55308.00,
500307,NIRLON      ,B ,Q,204.05,217.85,204.05,207.25,209.00,208.95,33,6189,1282461.00,
500312,ONGC CORPN  ,A ,Q,181.10,182.50,179.35,180.15,180.15,180.95,1419,196478,35407788.00,
500313,OIL COUNTRY ,B ,Q,40.00,40.85,37.60,38.70,38.90,39.10,58,7017,269830.00,
500314,ORIENT HOTEL,B ,Q,44.90,44.90,40.55,44.40,44.55,44.65,505,69544,2954918.00,
500315,ORINTAL BANK,A ,Q,93.50,94.90,91.85,94.20,94.20,93.15,1444,414321,38746612.00,
500317,OSWAL AGRO. ,T ,Q,13.65,13.65,12.55,12.55,12.55,13.00,37,9908,126431.00,
500319,INDIAN SUCRO,XT,Q,30.00,30.00,27.55,27.55,27.55,28.95,24,19218,530649.00,
500322,PANYAM CEMEN,X ,Q,40.30,44.30,39.30,42.60,42.95,41.50,105,42327,1761613.00,
500325,RELIANCE    ,A ,Q,899.70,913.90,894.30,911.60,911.60,891.55,7503,312892,283215999.00,
500327,PILITA      ,T ,Q,13.00,13.40,12.26,12.28,12.28,12.90,110,41078,507771.00,
500330,RAYMOND     ,A ,Q,891.15,909.95,879.55,906.65,906.65,892.60,1014,55342,49859343.00,
500331,PIDILITE    ,A ,Q,876.00,880.50,859.00,870.65,870.65,872.95,729,20705,17999886.00,
500333,PIX TRANS   ,X ,Q,140.00,143.85,120.20,133.40,133.95,139.75,402,36748,4892871.00,
500335,BIRLA CORPN.,B ,Q,830.00,836.70,805.85,810.80,806.10,825.60,495,3305,2685129.00,
500336,SURYA ROSHNI,B ,Q,398.00,409.20,384.15,403.10,401.00,396.90,761,28886,11494114.00,
500337,PRIME SECUR.,B ,Q,45.00,45.10,43.00,44.20,44.05,44.60,124,21007,922040.00,
500338,PRISM CEMENT,B ,Q,115.95,120.00,114.50,119.65,119.65,115.75,866,98153,11548181.00,
500339,RAIN        ,A ,Q,373.95,383.75,366.20,381.90,381.90,367.30,6920,511742,192803929.00,
500343,AMJLAND     ,B ,Q,24.00,25.70,24.00,24.40,24.35,24.55,30,9368,230101.00,
500346,PUN.COMMUNI.,X ,Q,38.80,38.80,37.05,37.05,37.05,38.00,3,125,4806.00,
500350,RSWM  LTD   ,B ,Q,333.60,341.60,325.00,339.70,339.45,335.65,138,11623,3871375.00,
500354,RAJSH.SUGAR ,B ,Q,32.80,32.80,29.50,30.50,30.30,31.85,49,5971,182355.00,
500355,RALLIS INDIA,A ,Q,228.50,230.00,224.00,225.65,225.05,224.85,180,10656,2400172.00,
500356,RAMANEWS    ,B ,Q,26.95,26.95,26.30,26.60,26.60,26.70,60,28999,769022.00,
500357,RAMA PAPER  ,X ,Q,11.48,11.48,11.48,11.48,11.48,10.95,6,2000,22960.00,
500360,RAPICUT CARB,X ,Q,69.05,71.50,67.10,68.40,68.00,69.60,49,3945,270104.00,
500365,RMGALLOY    ,XT,Q,12.68,12.68,12.68,12.68,12.68,12.68,7,6302,79909.00,
500366,ROLTA (I)   ,B ,Q,61.95,63.25,60.60,61.15,60.80,61.95,1903,388635,23905289.00,
500367,RUBFILA INT.,X ,Q,75.50,77.50,72.20,75.35,75.50,76.00,125,48960,3620948.00,
500368,RUCHI SOYA  ,B ,Q,17.25,17.50,17.00,17.25,17.25,16.95,295,155593,2690865.00,
500378,JINDAL SAW  ,A ,Q,126.20,127.85,120.75,124.90,124.90,124.45,2084,244587,30427665.00,
500380,JK LAKSHMI  ,A ,Q,418.15,425.00,408.55,415.40,410.65,417.35,182,3689,1533989.00,
500387,SHREE CEMENT,A ,Q,16330.00,16438.70,16000.00,16095.50,16177.90,16186.20,157,306,4942144.00,
500388,SHREE KRISHN,XT,Q,35.00,37.15,34.35,34.40,34.40,35.40,9,2976,104804.00,
500390,REL INFRA   ,A ,Q,418.00,428.75,409.80,425.70,425.70,409.85,4680,364258,152664301.00,
500399,STEELCO GUJ.,X ,Q,7.45,7.56,6.50,6.96,6.85,7.60,57,42406,298081.00,
500400,TATA POWER  ,A ,Q,78.90,80.30,77.00,79.90,79.90,79.05,3465,1355700,107368618.00,
500402,SPMLINFRA   ,B ,Q,102.65,108.25,101.60,106.60,107.50,102.45,38,1066,111588.00,
500403,SUNDARAM FAS,A ,Q,557.00,573.00,555.95,566.50,568.50,550.25,1208,22641,12805573.00,
500404,SUNFLAG IRON,B ,Q,82.50,84.00,79.75,83.25,83.45,81.35,1755,468056,38453289.00,
500405,SUPREME PET ,B ,Q,355.00,358.10,350.00,356.20,355.00,350.35,192,3303,1165924.00,
500407,SWARAJ ENGIN,B ,Q,1910.00,1931.95,1890.00,1915.35,1920.00,1915.25,107,730,1390395.00,
500408,TATA ELXSI  ,A ,Q,1002.00,1011.05,992.00,1003.85,1006.90,992.50,806,22784,22826368.00,
500410,ACC LTD     ,A ,Q,1580.00,1581.20,1542.25,1544.90,1544.90,1574.45,1043,16901,26256041.00,
500411,THERMAX     ,A ,Q,1164.40,1171.95,1155.05,1167.50,1168.00,1172.80,37,204,237806.00,
500412,THIRUMALAI  ,B ,Q,1921.00,1925.10,1810.00,1834.90,1834.90,1903.60,941,13133,24365108.00,
500413,THOMAS COOK ,B ,Q,255.05,260.80,254.50,257.95,257.00,256.35,544,14842,3812773.00,
500414,TIMEX GROUP ,XT,Q,45.60,47.85,44.00,47.85,47.85,45.60,64,41778,1924128.00,
500418,TOKYO PLAST ,B ,Q,101.05,107.80,101.05,102.80,103.55,104.90,46,2092,214282.00,
500420,TORRENT PHAR,A ,Q,1340.00,1340.00,1310.00,1316.25,1316.25,1325.90,584,6485,8548803.00,
500422,TRANSCHEM   ,X ,Q,31.70,34.45,31.65,33.45,34.25,33.15,9,930,30341.00,
500425,AMBUJA CEME ,A ,Q,236.65,237.65,231.75,236.25,236.25,235.15,749,63354,14875264.00,
500426,UTLINDS     ,XT,Q,6.75,7.18,6.75,6.97,7.18,6.84,35,6060,42044.00,
500429,UNIPHOS ENT.,B ,Q,80.15,86.80,77.95,84.95,86.00,81.60,68,32857,2637312.00,
500439,VARD HOLDNG ,B ,Q,4180.00,4195.00,4152.00,4189.10,4195.00,4154.95,10,33,138186.00,
500440,HINDALCO    ,A ,Q,226.90,227.30,218.00,222.65,222.65,224.20,1934,392105,87062387.00,
500444,WEST COAS PA,B ,Q,265.40,280.00,244.30,250.05,250.00,255.65,507,23270,5984492.00,
500449,HIND.ORG.CHM,B ,Q,23.00,23.00,21.40,22.85,22.95,22.50,245,209278,4662129.00,
500456,PAS.ACRYLON ,X ,Q,25.35,26.15,24.25,25.15,24.95,25.65,338,114108,2850295.00,
500459,PROCTER &GAM,A ,Q,9241.00,9299.00,9183.75,9275.80,9270.00,9234.85,133,1578,14585320.00,
500460,MUKAND LTD. ,B ,Q,68.15,68.50,62.60,65.15,65.15,67.20,272,60380,3891708.00,
500463,AGCNET      ,B ,Q,112.05,112.05,112.00,112.00,112.00,114.25,3,50,5600.00,
500464,UCAL FUEL   ,B ,Q,257.00,259.00,245.05,248.70,248.70,249.00,296,10561,2652116.00,
500467,HARR.MALAYAL,B ,Q,82.40,86.05,78.50,80.00,79.60,82.40,351,25063,2035838.00,
500469,FEDERAL BANK,A ,Q,90.75,94.40,88.80,93.10,93.10,89.80,4386,716363,66223576.00,
500470,TATA STEEL  ,A ,Q,654.55,660.40,632.40,635.20,635.20,648.00,7008,621853,398513926.00,
500472,SKF INDIA   ,A ,Q,1702.50,1725.00,1679.60,1719.55,1725.00,1700.60,80,2487,4248402.00,
500477,ASHOK LEYL. ,A ,Q,143.20,144.90,142.70,144.10,144.10,140.90,5467,1187863,170833410.00,
500480,CUMMINS (I) ,A ,Q,784.00,790.00,776.05,782.95,782.95,781.00,451,12859,10068745.00,
500483,TATA COMM   ,A ,Q,617.05,620.00,609.95,617.80,617.80,612.85,431,28526,17569064.00,
500488,ABBOTT (I)  ,B ,Q,5726.00,5726.00,5550.00,5607.70,5650.00,5734.05,158,474,2674574.00,
500490,BAJ HOLD INV,A ,Q,2761.65,2784.30,2718.00,2724.20,2725.00,2728.40,70,220,601605.00,
500493,BHARAT FORGE,A ,Q,745.55,755.70,737.05,749.30,749.30,743.20,4896,117104,87717288.00,
500495,ESCORTS LTD.,A ,Q,837.85,858.00,832.50,855.00,855.00,837.60,2177,93975,79260708.00,
500500,HIND.MOTORS ,T ,Q,8.20,8.55,7.86,7.90,7.90,8.27,130,61325,488653.00,
500510,LARSEN & TOU,A ,Q,1263.25,1289.60,1259.70,1283.25,1283.25,1263.10,5166,117700,149728455.00,
500520,MAH & MAH   ,A ,Q,715.00,729.80,708.00,727.25,727.25,709.85,2699,203343,147166491.00,
500530,BOSCH LTD   ,A ,Q,18000.00,18140.70,17700.00,18097.30,18097.30,17883.50,370,855,15331637.00,
500540,PREMIER LTD ,B ,Q,26.05,26.75,26.05,26.40,26.30,26.05,32,759,20075.00,
500547,BHARAT PET. ,A ,Q,445.00,446.25,431.80,442.40,441.00,443.75,1433,94296,41463922.00,
500550,SIEMENS LTD.,A ,Q,1095.40,1107.90,1081.00,1101.25,1101.25,1094.40,718,14278,15650850.00,
500570,TATA MOTORS ,A ,Q,350.55,351.80,341.75,345.90,345.90,348.00,5578,471093,162795366.00,
500575,VOLTAS LTD  ,A ,Q,631.00,635.55,627.60,631.95,628.10,626.60,2567,104517,66033568.00,
500620,GREAT EASTE ,A ,Q,358.95,358.95,352.00,355.50,355.50,355.65,74,2341,829252.00,
500645,DEEPAK FERT.,A ,Q,330.00,334.95,310.35,317.05,317.05,304.80,1742,87652,27865432.00,
